,en,fr
820,"Mr President, ladies and gentlemen, a rapporteur can discover some astonishing things when he listens to the debate on the preceding report.","Monsieur le Président, Mesdames et Messieurs, en tant que rapporteur, il est des choses étranges que l'on découvre à l'écoute du débat sur le rapport précédent."
821,"I therefore hope that the European Parliament will adopt this text, which guarantees a high level of environmental protection.","J'espère donc que le Parlement européen adoptera ce texte, qui garantira un niveau élevé de protection de l'environnement."
822,I have the impression that the honourable Member believes the public invitation to tender in connection with the tunnel has already started.,M. le député semble dire que l'appel d'offres relatif au tunnel a été lancé.
823,We attach the utmost importance to this dialogue at political level as a means of concluding the Agenda successfully and on schedule.,Nous accordons une très grande importance à ce dialogue au niveau politique pour clôturer l'Agenda de façon satisfaisante et dans les délais impartis.
824,The second point on which we think the proposal could be tightened up is the monitoring of compliance.,Le contrôle du respect des mesures prises est le deuxième point à propos duquel nous pensons que la proposition a besoin d'être renforcée.
825,"We want the new approach, and specifically in the area of standards we have seen that it is necessary to reflect together on how we can secure better procedures.",Nous voulons appliquer la nouvelle approche. La normalisation a justement montré qu'il était nécessaire de réfléchir ensemble à la manière d'en améliorer le processus.
826,So I very much hope that we can arrive at a situation in which all these things are dealt with uniformly and with the full involvement of Parliament.,J'espère donc vivement que nous parviendrons à faire en sorte que ces choses soient traitées d'une manière identique et avec une implication totale du Parlement.
827,Amendment No 4 is of particular importance: it enables Parliament to interact with national authorities in procedures which might lead to the disqualification of a Member from holding office.,"L'amendement 4 revêt une importance particulière. Grâce à celui-ci, le Parlement peut interagir avec les autorités et les systèmes nationaux dans les procédures pouvant aboutir à la résiliation du mandat parlementaire européen."
828,It is now clear that transportable pressure equipment used exclusively for goods transport between the Community and third countries is excluded from the scope of this directive.,"A présent, l'exclusion du champ d'application de cette directive des équipements sous pression transportables utilisés exclusivement pour des opérations de transport de marchandises entre le territoire de la Communauté et celui des pays tiers est explicite."
829,Europe must preach moderation and a willingness to compromise and must hope that the people and government of Israel can find the way to peace and dialogue.,"L'Europe devra prêcher la modération et le compromis, tout en espérant que la population et le gouvernement israéliens voudront bien s'engager sur le chemin de la paix et du dialogue."
830,"I welcome the fact that some of you, particularly Mrs Boogerd-Quaak and Mr de Lassus, mentioned the problem of risk capital and its development in the context of improving the capital markets.","Et je me félicite qu'un certain nombre d'entre vous, concernant l'amélioration des marchés des capitaux - je pense à Mme Boogerd-Quaak ou à M. de Lassus -, aient évoqué le problème du capital risque et de son développement."
